Sample1,,
Wavelength (nm),Intensity (a.u.),
260,3.121670246,
261.0700073,2.703226328,
262,2.671415806,
263.0700073,2.435460329,
264,2.449181795,
265.0700073,2.828697443,
266,3.288740396,
267.0700073,4.505818367,
268,5.020737648,
269.0700073,6.660268784,
270,8.198509216,
270.9299927,9.227355003,
272.0299988,9.751232147,
272.9599915,10.05404854,
274.0599976,10.14753914,
275,9.873595238,
275.9299927,9.220477104,
277.0299988,8.791017532,
277.9599915,8.679215431,
279.0599976,8.597253799,
280,8.707233429,
281.0700073,9.646887779,
282,9.592660904,
283.0700073,10.64121914,
284,11.74347782,
285.0700073,13.13196945,
286,14.41341209,
287.0700073,16.95424843,
288,18.49557686,
289.0700073,20.49903107,
290,21.8617363,
290.9299927,23.67903137,
292.0299988,25.40921021,
292.9599915,27.49035263,
294.0599976,28.12457848,
295,30.34930992,
295.9299927,31.84148216,
297.0299988,32.82514954,
297.9599915,33.88596725,
299.0599976,35.21295547,
300,36.35644913,
301.0700073,36.71060562,
302,37.28016663,
303.0700073,38.4510994,
304,38.1207962,
305.0700073,38.0043335,
306,37.91492462,
307.0700073,37.48599625,
308,37.72309875,
309.0700073,36.6829567,
310,36.94542694,
311.0700073,35.18898392,
312,35.76150131,
313.0700073,34.20198822,
314,33.07575989,
315.0700073,32.38002396,
316,31.11476898,
317.0700073,30.96481514,
318,29.91469383,
319.0700073,28.56258965,
320,28.54521942,
321.0700073,26.98586273,
322,26.76602936,
323.0700073,25.45867348,
324,25.13764381,
325.0700073,24.42045403,
326,23.53565979,
327.0700073,23.12498665,
328,22.13653946,
329.0700073,20.98412514,
330,20.4280262,
331.0700073,19.89816856,
332,19.67110825,
333.0700073,18.86460686,
334,18.18691444,
335.0700073,17.68960762,
336,17.36715317,
337.0700073,17.18730736,
338,16.46078491,
339.0700073,15.62719631,
340,15.6019001,
341.0700073,15.06585789,
342,14.93628025,
343.0700073,14.47116566,
344,14.31881618,
345.0700073,13.73968506,
346,13.1354084,
347.0700073,12.5426712,
348,12.75128651,
349.0700073,12.21002483,
350,11.45733833,
351.0700073,11.59173298,
352,11.34242535,
353.0700073,11.26990891,
354,10.98376751,
355.0700073,10.65868187,
356,10.47293568,
357.0700073,10.60344505,
358,10.07931614,
359.0700073,9.694764137,
360,9.812516212,
361.0700073,9.74635601,
362,9.341458321,
363.0700073,9.529368401,
364,8.523152351,
365.0700073,8.883093834,
366,8.584693909,
367.0700073,8.512700081,
368,8.292922974,
369.0700073,8.352452278,
370,7.815396309,
371.0599976,7.79740572,
371.9599915,7.467980385,
373.0299988,7.352510929,
373.9299927,7.112866402,
375,7.512288094,
376.0599976,7.0528965,
376.9599915,6.685359001,
378.0299988,6.80523777,
378.9299927,6.36992836,
380,6.508194923,

