Sample1,,
Wavelength (nm),Intensity (a.u.),
260,3.165026903,
261.0700073,2.933012486,
262,2.804423809,
263.0700073,2.368567705,
264,2.635357141,
265.0700073,2.932027578,
266,3.584871769,
267.0700073,4.158596516,
268,5.131754398,
269.0700073,6.466670036,
270,8.139205933,
270.9299927,9.295543671,
272.0299988,9.665555,
272.9599915,9.92464447,
274.0599976,9.803538322,
275,9.37842083,
275.9299927,9.287353516,
277.0299988,8.815215111,
277.9599915,8.076768875,
279.0599976,8.174227715,
280,8.264626503,
281.0700073,8.907345772,
282,9.454061508,
283.0700073,10.21228313,
284,11.4787178,
285.0700073,13.00739574,
286,14.39501858,
287.0700073,16.66397285,
288,18.27796173,
289.0700073,20.92492676,
290,22.39004707,
290.9299927,24.65962219,
292.0299988,26.33007622,
292.9599915,28.83032227,
294.0599976,29.41493797,
295,31.57557487,
295.9299927,32.81625748,
297.0299988,34.44972229,
297.9599915,35.0390625,
299.0599976,37.47049332,
300,38.33041763,
301.0700073,38.69306946,
302,39.09998703,
303.0700073,39.50287628,
304,39.9720192,
305.0700073,40.29792404,
306,40.18956757,
307.0700073,39.82105637,
308,39.94784927,
309.0700073,39.5583992,
310,38.57212067,
311.0700073,37.61371613,
312,37.20618439,
313.0700073,36.16555023,
314,35.55171585,
315.0700073,34.59286499,
316,34.1330986,
317.0700073,32.09163666,
318,31.4662571,
319.0700073,30.61648941,
320,30.5010891,
321.0700073,28.63176727,
322,27.87893486,
323.0700073,26.95609093,
324,26.094841,
325.0700073,25.28676796,
326,24.54166222,
327.0700073,24.09894562,
328,22.59324265,
329.0700073,21.40917778,
330,21.57642937,
331.0700073,20.8574276,
332,19.97363091,
333.0700073,19.17554092,
334,18.89031982,
335.0700073,18.60408974,
336,17.72823906,
337.0700073,16.76397133,
338,16.41909981,
339.0700073,16.28523254,
340,15.3579464,
341.0700073,15.15843105,
342,14.95383453,
343.0700073,14.00988483,
344,13.77233696,
345.0700073,13.3315258,
346,13.12300396,
347.0700073,13.03074265,
348,12.12121201,
349.0700073,11.88246918,
350,12.0096159,
351.0700073,11.41097164,
352,11.02966118,
353.0700073,10.88943386,
354,10.68914604,
355.0700073,10.72603226,
356,10.60388088,
357.0700073,10.456357,
358,10.24295425,
359.0700073,9.916249275,
360,9.768857002,
361.0700073,9.651215553,
362,9.558390617,
363.0700073,9.269134521,
364,8.837223053,
365.0700073,8.403445244,
366,8.709508896,
367.0700073,8.019521713,
368,7.83187151,
369.0700073,7.769952774,
370,7.450589657,
371.0599976,7.263061047,
371.9599915,7.176985264,
373.0299988,7.461006165,
373.9299927,7.302186489,
375,7.236295223,
376.0599976,6.613583088,
376.9599915,7.29551363,
378.0299988,6.959736347,
378.9299927,6.678664207,
380,6.248189449,

