Sample1,,
Wavelength (nm),Intensity (a.u.),
260,2.522340059,
261.0700073,2.402913094,
262,2.351763487,
263.0700073,2.249571323,
264,2.17922473,
265.0700073,2.436873436,
266,3.045839071,
267.0700073,4.008205414,
268,5.082164764,
269.0700073,6.557845116,
270,7.728197575,
270.9299927,8.945340157,
272.0299988,9.63008976,
272.9599915,10.25093746,
274.0599976,10.34762192,
275,9.821375847,
275.9299927,9.808438301,
277.0299988,9.334935188,
277.9599915,8.925076485,
279.0599976,9.302096367,
280,9.349946976,
281.0700073,10.03835773,
282,10.15121174,
283.0700073,11.29307747,
284,11.89374638,
285.0700073,13.3996067,
286,14.46293354,
287.0700073,16.3228569,
288,17.44762802,
289.0700073,19.4356823,
290,21.24027252,
290.9299927,22.12115288,
292.0299988,23.72735214,
292.9599915,24.86639786,
294.0599976,26.86700439,
295,27.28919792,
295.9299927,28.4345417,
297.0299988,30.01366997,
297.9599915,30.567379,
299.0599976,31.50324059,
300,32.51943588,
301.0700073,32.93107605,
302,32.77377319,
303.0700073,33.89933395,
304,33.24325943,
305.0700073,34.42531586,
306,33.18946457,
307.0700073,33.67027283,
308,32.98443985,
309.0700073,32.67216873,
310,32.07885361,
311.0700073,31.41532516,
312,31.4664135,
313.0700073,29.94677162,
314,30.19954491,
315.0700073,28.88586044,
316,28.18026543,
317.0700073,27.9260006,
318,26.71421051,
319.0700073,26.29168701,
320,25.71019554,
321.0700073,25.17041397,
322,24.22735023,
323.0700073,23.49266052,
324,21.80335426,
325.0700073,22.15444565,
326,20.82237244,
327.0700073,20.25733757,
328,20.05395508,
329.0700073,19.54361153,
330,19.19637299,
331.0700073,18.31901741,
332,18.40570831,
333.0700073,17.76235008,
334,16.99660492,
335.0700073,16.50066185,
336,15.89481544,
337.0700073,15.68740463,
338,15.45458984,
339.0700073,14.80463028,
340,14.59884739,
341.0700073,14.05542469,
342,13.88903236,
343.0700073,13.3944025,
344,13.33147621,
345.0700073,12.73188877,
346,12.13219452,
347.0700073,12.33542442,
348,11.69961262,
349.0700073,11.32668591,
350,11.38929939,
351.0700073,11.37177658,
352,11.1675024,
353.0700073,10.78161812,
354,10.62356567,
355.0700073,10.66520977,
356,9.825480461,
357.0700073,9.982830048,
358,9.685007095,
359.0700073,9.366023064,
360,9.118151665,
361.0700073,9.345044136,
362,9.056442261,
363.0700073,9.098989487,
364,8.732001305,
365.0700073,8.341511726,
366,8.381591797,
367.0700073,8.415975571,
368,8.222474098,
369.0700073,7.624667645,
370,7.574151516,
371.0599976,7.372097969,
371.9599915,7.183795929,
373.0299988,6.97026968,
373.9299927,6.766356945,
375,6.534842968,
376.0599976,6.52959156,
376.9599915,6.555626869,
378.0299988,6.829208374,
378.9299927,6.548986435,
380,6.174738884,

