Sample1,,
Wavelength (nm),Intensity (a.u.),
260,3.196883202,
261.0700073,3.139365435,
262,2.777493954,
263.0700073,2.70128727,
264,2.593081474,
265.0700073,2.783786297,
266,3.412736416,
267.0700073,4.400917053,
268,5.618466377,
269.0700073,6.829203606,
270,8.094406128,
270.9299927,8.980577469,
272.0299988,9.928717613,
272.9599915,9.874860764,
274.0599976,9.53116703,
275,9.008289337,
275.9299927,8.799361229,
277.0299988,8.128202438,
277.9599915,8.104391098,
279.0599976,7.843446732,
280,8.254671097,
281.0700073,8.33398056,
282,9.160793304,
283.0700073,9.803236008,
284,10.45917606,
285.0700073,11.77167797,
286,13.47964573,
287.0700073,15.75026512,
288,17.32909775,
289.0700073,19.86014366,
290,22.05337906,
290.9299927,23.26364136,
292.0299988,24.9714241,
292.9599915,26.64025307,
294.0599976,27.80673218,
295,30.10271072,
295.9299927,31.5097599,
297.0299988,32.25136948,
297.9599915,34.03151321,
299.0599976,34.8339653,
300,36.20064926,
301.0700073,36.73536682,
302,36.89636993,
303.0700073,38.121315,
304,37.90455627,
305.0700073,37.87099075,
306,38.03282547,
307.0700073,37.75066757,
308,37.71629333,
309.0700073,36.8994751,
310,37.50829697,
311.0700073,35.96453476,
312,35.92258453,
313.0700073,34.99857712,
314,33.63598633,
315.0700073,33.09986877,
316,31.99775505,
317.0700073,30.83982849,
318,30.09401894,
319.0700073,29.37768364,
320,28.17174149,
321.0700073,27.72185898,
322,26.19196701,
323.0700073,25.79084778,
324,24.56277084,
325.0700073,23.34438324,
326,22.89904213,
327.0700073,22.18860817,
328,21.29586411,
329.0700073,20.46939468,
330,20.52965736,
331.0700073,19.36900711,
332,18.46672058,
333.0700073,18.32652473,
334,17.9763298,
335.0700073,17.29492188,
336,16.42866325,
337.0700073,16.66548347,
338,16.29695892,
339.0700073,15.77607155,
340,15.25769806,
341.0700073,14.55434704,
342,13.9967041,
343.0700073,13.91532516,
344,13.78355026,
345.0700073,13.1773386,
346,12.66378593,
347.0700073,12.3381443,
348,12.23810101,
349.0700073,11.91380405,
350,11.24456692,
351.0700073,11.28138161,
352,11.14710236,
353.0700073,10.75541782,
354,10.22800827,
355.0700073,10.32417107,
356,9.876885414,
357.0700073,10.05542374,
358,9.861632347,
359.0700073,9.999191284,
360,9.574512482,
361.0700073,9.495697021,
362,9.48744297,
363.0700073,8.972779274,
364,8.702145576,
365.0700073,8.590206146,
366,8.518390656,
367.0700073,7.752806664,
368,7.847090244,
369.0700073,7.821974277,
370,7.294301987,
371.0599976,7.312632561,
371.9599915,7.120483875,
373.0299988,7.123549461,
373.9299927,6.968291283,
375,6.899310112,
376.0599976,6.829995632,
376.9599915,6.838390827,
378.0299988,6.411280632,
378.9299927,6.786060333,
380,6.238640785,

