Sample1,,
Wavelength (nm),Intensity (a.u.),
260,2.433498383,
261.0700073,2.224507093,
262,2.093178988,
263.0700073,2.045273542,
264,2.207444668,
265.0700073,2.507895231,
266,3.099243641,
267.0700073,4.268780708,
268,5.513997078,
269.0700073,7.106994629,
270,8.49571228,
270.9299927,9.570018768,
272.0299988,10.3380909,
272.9599915,10.76479816,
274.0599976,10.94684982,
275,10.65618038,
275.9299927,10.37974167,
277.0299988,10.47653484,
277.9599915,10.21048069,
279.0599976,9.975307465,
280,10.65883064,
281.0700073,11.07176781,
282,11.11925697,
283.0700073,11.92156219,
284,13.00498104,
285.0700073,14.19032574,
286,15.58295822,
287.0700073,16.85160446,
288,18.72779083,
289.0700073,19.97493172,
290,22.21718407,
290.9299927,23.42578888,
292.0299988,25.03617096,
292.9599915,25.63592911,
294.0599976,27.06330109,
295,28.90743637,
295.9299927,29.68601418,
297.0299988,30.07985878,
297.9599915,30.7334137,
299.0599976,32.37259293,
300,32.68500137,
301.0700073,34.2657814,
302,33.27139664,
303.0700073,34.54383469,
304,33.76091385,
305.0700073,33.97134399,
306,34.36238098,
307.0700073,34.18762207,
308,33.65014648,
309.0700073,33.67607498,
310,32.59132004,
311.0700073,32.34568787,
312,31.67451859,
313.0700073,31.72018814,
314,30.36312866,
315.0700073,29.01636505,
316,28.69155884,
317.0700073,28.46726608,
318,26.91006851,
319.0700073,26.74021721,
320,25.96033478,
321.0700073,25.11101532,
322,25.00126839,
323.0700073,23.59556389,
324,23.08789063,
325.0700073,22.14477539,
326,21.45570946,
327.0700073,21.14852905,
328,20.56794167,
329.0700073,20.11803818,
330,19.43000031,
331.0700073,18.67905998,
332,18.52150536,
333.0700073,17.87800789,
334,17.07979774,
335.0700073,17.30537796,
336,16.44305611,
337.0700073,16.11021042,
338,15.81859398,
339.0700073,15.36116791,
340,14.88135147,
341.0700073,15.06475067,
342,13.95421314,
343.0700073,13.4807663,
344,13.32466412,
345.0700073,13.25681591,
346,12.84827042,
347.0700073,12.26716042,
348,12.34068584,
349.0700073,12.21993828,
350,11.27150822,
351.0700073,11.33642769,
352,10.99244404,
353.0700073,10.96411324,
354,10.21479034,
355.0700073,10.19538593,
356,10.13067245,
357.0700073,10.20779419,
358,9.833733559,
359.0700073,9.782542229,
360,9.690556526,
361.0700073,9.106183052,
362,9.541015625,
363.0700073,8.967000961,
364,8.919469833,
365.0700073,8.504272461,
366,8.492656708,
367.0700073,8.014915466,
368,8.039262772,
369.0700073,7.594253063,
370,7.578688145,
371.0599976,7.590966702,
371.9599915,7.231111526,
373.0299988,7.009484768,
373.9299927,7.007585049,
375,6.767811298,
376.0599976,6.745496273,
376.9599915,6.430109501,
378.0299988,6.521567822,
378.9299927,6.152258396,
380,5.807651997,

