Sample1,,
Wavelength (nm),Intensity (a.u.),
260,4.071246624,
261.0700073,3.710523605,
262,3.403311014,
263.0700073,3.097750187,
264,3.150174141,
265.0700073,3.220453024,
266,3.763732195,
267.0700073,4.849219799,
268,5.522903919,
269.0700073,7.009391308,
270,8.472783089,
270.9299927,9.312913895,
272.0299988,9.937405586,
272.9599915,10.21028137,
274.0599976,10.1568346,
275,9.519295692,
275.9299927,9.106170654,
277.0299988,8.073032379,
277.9599915,8.395986557,
279.0599976,8.373385429,
280,8.14677906,
281.0700073,8.695996284,
282,9.067637444,
283.0700073,9.747661591,
284,10.55007553,
285.0700073,11.82183838,
286,12.94211674,
287.0700073,14.57118225,
288,16.20671463,
289.0700073,17.7730751,
290,19.59275436,
290.9299927,21.23597336,
292.0299988,22.83826256,
292.9599915,23.82609367,
294.0599976,25.3379364,
295,26.78789139,
295.9299927,28.00647736,
297.0299988,28.81652069,
297.9599915,29.59151268,
299.0599976,30.66797638,
300,32.25744247,
301.0700073,32.54823303,
302,33.51944351,
303.0700073,33.93497849,
304,33.20161438,
305.0700073,33.68418884,
306,33.11814499,
307.0700073,34.00811768,
308,32.76904678,
309.0700073,32.83773041,
310,33.09125137,
311.0700073,31.12851906,
312,30.78619957,
313.0700073,30.36794662,
314,29.58148575,
315.0700073,28.61282158,
316,28.71975708,
317.0700073,26.79717827,
318,26.72768593,
319.0700073,25.79039001,
320,25.3014431,
321.0700073,24.72096252,
322,23.50273705,
323.0700073,22.78031158,
324,22.51272202,
325.0700073,21.10571098,
326,20.99644279,
327.0700073,20.24777985,
328,19.28455353,
329.0700073,18.77172661,
330,18.65893936,
331.0700073,18.11623383,
332,17.1461277,
333.0700073,17.03823853,
334,16.59664154,
335.0700073,16.24824142,
336,15.41652012,
337.0700073,15.66576958,
338,14.76076984,
339.0700073,14.57891369,
340,13.61777115,
341.0700073,13.55271912,
342,13.08367538,
343.0700073,12.85482121,
344,12.34167004,
345.0700073,12.30412006,
346,11.6531601,
347.0700073,11.80652618,
348,11.77964306,
349.0700073,11.29892826,
350,10.72231483,
351.0700073,11.02476788,
352,10.38394356,
353.0700073,10.28899097,
354,10.15903664,
355.0700073,9.91451931,
356,9.453504562,
357.0700073,9.431347847,
358,9.451436043,
359.0700073,9.31363678,
360,9.269599915,
361.0700073,9.069149017,
362,8.664230347,
363.0700073,8.432239532,
364,8.231838226,
365.0700073,8.189133644,
366,7.969780922,
367.0700073,7.853376865,
368,7.448495865,
369.0700073,7.746201038,
370,7.288184166,
371.0599976,7.023296356,
371.9599915,7.219256878,
373.0299988,7.10477829,
373.9299927,6.582610607,
375,6.791256905,
376.0599976,6.532166958,
376.9599915,6.512949944,
378.0299988,6.531313419,
378.9299927,6.29604435,
380,6.382361412,

