Sample1,,
Wavelength (nm),Intensity (a.u.),
260,2.585996151,
261.0700073,2.558691263,
262,2.300599337,
263.0700073,2.177054644,
264,2.236036301,
265.0700073,2.363912821,
266,2.936467886,
267.0700073,3.657464743,
268,4.788345814,
269.0700073,6.58046627,
270,7.813894272,
270.9299927,8.592766762,
272.0299988,9.130785942,
272.9599915,9.699000359,
274.0599976,9.611871719,
275,9.186366081,
275.9299927,8.599309921,
277.0299988,8.523947716,
277.9599915,7.953063488,
279.0599976,7.701265335,
280,8.213672638,
281.0700073,8.60090065,
282,9.240615845,
283.0700073,10.25571442,
284,10.88358307,
285.0700073,12.64720917,
286,14.33150673,
287.0700073,16.39002991,
288,17.97801399,
289.0700073,20.11867523,
290,21.80715942,
290.9299927,23.37110329,
292.0299988,25.60258484,
292.9599915,27.02861214,
294.0599976,28.60160065,
295,29.87764359,
295.9299927,31.73746109,
297.0299988,33.59714127,
297.9599915,34.38409424,
299.0599976,35.57901001,
300,36.63378906,
301.0700073,37.24871826,
302,37.4391098,
303.0700073,38.15608215,
304,38.17480469,
305.0700073,38.36379623,
306,38.7302742,
307.0700073,37.94769287,
308,37.19104767,
309.0700073,37.72127914,
310,37.42191696,
311.0700073,36.18243027,
312,34.71192551,
313.0700073,34.15904999,
314,33.62247849,
315.0700073,32.85215378,
316,31.98125648,
317.0700073,31.13796234,
318,30.29374313,
319.0700073,29.5199337,
320,28.61410713,
321.0700073,26.98314476,
322,26.37771416,
323.0700073,25.99115181,
324,24.83958626,
325.0700073,24.03098488,
326,23.31160736,
327.0700073,22.70861435,
328,21.68469429,
329.0700073,20.88648415,
330,20.7227726,
331.0700073,20.04023552,
332,19.55011177,
333.0700073,18.66219711,
334,17.76664734,
335.0700073,17.98254013,
336,17.45923233,
337.0700073,16.82520676,
338,15.96134186,
339.0700073,15.82351303,
340,15.0951004,
341.0700073,14.55303574,
342,14.28585625,
343.0700073,13.9952383,
344,13.70991516,
345.0700073,13.21568775,
346,12.98650551,
347.0700073,12.07962036,
348,12.47624683,
349.0700073,11.8928566,
350,11.69247627,
351.0700073,11.29232121,
352,10.829566,
353.0700073,10.44010735,
354,10.46986961,
355.0700073,10.47042942,
356,10.11608887,
357.0700073,9.534726143,
358,9.925509453,
359.0700073,9.689866066,
360,9.548780441,
361.0700073,9.321656227,
362,9.229830742,
363.0700073,8.690961838,
364,8.715393066,
365.0700073,8.257115364,
366,8.192370415,
367.0700073,8.172222137,
368,7.909725189,
369.0700073,7.986996174,
370,7.528218269,
371.0599976,7.286546707,
371.9599915,7.28588438,
373.0299988,7.270249844,
373.9299927,7.135576248,
375,6.878360748,
376.0599976,6.808251381,
376.9599915,6.715421677,
378.0299988,6.616030216,
378.9299927,6.482998371,
380,6.266424179,

