Sample1,,
Wavelength (nm),Intensity (a.u.),
260,2.363324165,
261.0700073,2.115004539,
262,2.154314995,
263.0700073,1.973077655,
264,2.027464628,
265.0700073,2.491420984,
266,2.907907009,
267.0700073,3.995956898,
268,5.278450489,
269.0700073,6.561454296,
270,8.028067589,
270.9299927,8.919444084,
272.0299988,9.826190948,
272.9599915,10.68034744,
274.0599976,10.55863857,
275,10.1574955,
275.9299927,9.907691956,
277.0299988,9.601493835,
277.9599915,9.541734695,
279.0599976,9.294262886,
280,9.603865623,
281.0700073,10.03142166,
282,10.47653198,
283.0700073,11.27396774,
284,12.22119713,
285.0700073,13.8421545,
286,15.27788448,
287.0700073,16.45797729,
288,18.56221008,
289.0700073,20.06711197,
290,22.56004906,
290.9299927,23.6329689,
292.0299988,25.46460152,
292.9599915,26.91004181,
294.0599976,28.28981972,
295,29.2375946,
295.9299927,30.38679504,
297.0299988,31.45204544,
297.9599915,32.98154449,
299.0599976,34.29207993,
300,35.20305634,
301.0700073,35.73541641,
302,35.22142792,
303.0700073,36.78988647,
304,36.15442276,
305.0700073,35.89110184,
306,36.1911087,
307.0700073,35.3903656,
308,35.68264771,
309.0700073,35.64271545,
310,34.50206375,
311.0700073,34.24565506,
312,34.03490448,
313.0700073,32.47205353,
314,31.47198296,
315.0700073,31.12023163,
316,30.40644073,
317.0700073,29.3624649,
318,28.61271095,
319.0700073,27.91949081,
320,26.60956001,
321.0700073,26.27180862,
322,25.54900169,
323.0700073,25.03427315,
324,23.95094109,
325.0700073,22.87450409,
326,22.8026886,
327.0700073,22.13426018,
328,21.33880997,
329.0700073,20.79713631,
330,20.12965202,
331.0700073,18.98501968,
332,18.69402885,
333.0700073,18.55506134,
334,18.03544044,
335.0700073,17.0106926,
336,17.3401413,
337.0700073,16.47754669,
338,16.10442543,
339.0700073,15.24178791,
340,15.35991096,
341.0700073,14.89194584,
342,14.29811478,
343.0700073,13.92443752,
344,13.539464,
345.0700073,13.08018875,
346,13.21063232,
347.0700073,12.65822792,
348,12.85223961,
349.0700073,12.11903286,
350,12.15291977,
351.0700073,11.43010902,
352,11.5349884,
353.0700073,11.17787933,
354,10.92582512,
355.0700073,10.3923521,
356,10.53891277,
357.0700073,10.45819759,
358,10.30907345,
359.0700073,9.741713524,
360,9.838980675,
361.0700073,9.707575798,
362,9.547808647,
363.0700073,9.478281021,
364,9.23507309,
365.0700073,8.602066994,
366,8.760975838,
367.0700073,8.460814476,
368,8.143516541,
369.0700073,8.091486931,
370,7.89543438,
371.0599976,7.995029926,
371.9599915,7.797727108,
373.0299988,7.357949257,
373.9299927,7.295498848,
375,7.092345715,
376.0599976,7.189639091,
376.9599915,7.276814938,
378.0299988,6.561901569,
378.9299927,6.861480236,
380,6.499334812,

