Sample1,,
Wavelength (nm),Intensity (a.u.),
260,2.249852896,
261.0700073,2.325216532,
262,2.208375454,
263.0700073,2.272007227,
264,1.912969351,
265.0700073,2.45573473,
266,3.268256664,
267.0700073,4.221719265,
268,5.327474594,
269.0700073,6.657802105,
270,8.505455971,
270.9299927,9.358919144,
272.0299988,10.58340549,
272.9599915,11.16915321,
274.0599976,10.83675385,
275,11.08219337,
275.9299927,11.08346462,
277.0299988,10.41990757,
277.9599915,10.10467625,
279.0599976,10.71461773,
280,10.70813751,
281.0700073,11.09459019,
282,11.7776413,
283.0700073,12.1720314,
284,13.0198679,
285.0700073,13.91149807,
286,15.23152065,
287.0700073,16.63664436,
288,18.07965469,
289.0700073,19.8182621,
290,21.5029583,
290.9299927,22.00345612,
292.0299988,23.55864525,
292.9599915,25.33210373,
294.0599976,26.42046547,
295,27.25302315,
295.9299927,27.91825485,
297.0299988,29.19034004,
297.9599915,29.48330498,
299.0599976,30.51873207,
300,31.69832802,
301.0700073,32.04735947,
302,31.85736084,
303.0700073,32.44768524,
304,32.72890091,
305.0700073,32.7277298,
306,32.19364548,
307.0700073,32.71624756,
308,32.13467407,
309.0700073,31.65664864,
310,30.72961998,
311.0700073,31.04000854,
312,30.31313133,
313.0700073,29.46593094,
314,29.11453247,
315.0700073,28.00688362,
316,27.32667351,
317.0700073,26.78652763,
318,26.01455688,
319.0700073,24.8806572,
320,24.75657463,
321.0700073,24.14819336,
322,23.23537827,
323.0700073,22.87805367,
324,21.77083778,
325.0700073,21.52414894,
326,20.14526558,
327.0700073,20.16489029,
328,19.30228233,
329.0700073,19.0604229,
330,18.76156807,
331.0700073,18.12871361,
332,17.72417068,
333.0700073,17.57625961,
334,17.21570015,
335.0700073,16.78208351,
336,15.97814846,
337.0700073,15.71118832,
338,15.59041309,
339.0700073,14.40561199,
340,14.45403194,
341.0700073,14.25366974,
342,13.61318207,
343.0700073,13.64805508,
344,13.17628956,
345.0700073,12.38241863,
346,12.61674595,
347.0700073,12.04666519,
348,11.93945694,
349.0700073,11.35015774,
350,11.52425098,
351.0700073,11.1434164,
352,10.80129051,
353.0700073,10.65221405,
354,10.29735088,
355.0700073,9.997556686,
356,9.904698372,
357.0700073,9.67767334,
358,9.560325623,
359.0700073,9.315084457,
360,9.44187355,
361.0700073,8.911021233,
362,9.044632912,
363.0700073,8.770157814,
364,8.141713142,
365.0700073,8.033589363,
366,8.321086884,
367.0700073,7.800107002,
368,7.751363277,
369.0700073,7.330255032,
370,7.371875763,
371.0599976,7.336734295,
371.9599915,7.385162354,
373.0299988,7.138308525,
373.9299927,7.083031654,
375,6.86060667,
376.0599976,6.888987064,
376.9599915,7.090699673,
378.0299988,6.830448151,
378.9299927,6.455474854,
380,6.242640972,

