Sample1,,
Wavelength (nm),Intensity (a.u.),
250,27.96892357,
250.9299927,29.47418022,
252.0299988,30.55819702,
252.9600067,32.14515305,
254.0599976,34.17035675,
255,35.57802582,
255.9299927,38.21206284,
257.0299988,40.1596489,
257.9599915,42.21247482,
259.0599976,47.25405884,
260,49.81051254,
260.9299927,51.83870316,
262.0299988,54.95834732,
262.9599915,57.06669998,
264.0599976,59.27430725,
265,60.99103546,
265.9299927,63.85378647,
267.0299988,67.19267273,
267.9599915,68.90410614,
269.0599976,71.35951996,
270,75.133255,
270.9299927,77.37787628,
272.0299988,81.39722443,
272.9599915,84.01650238,
274.0599976,86.2244873,
275,87.66633606,
275.9299927,88.90824127,
277.0299988,89.4211731,
277.9599915,89.39390564,
279.0599976,87.5197525,
280,84.35418701,
281.0700073,82.70751953,
282,81.20372009,
283.0700073,78.70648956,
284,74.24420166,
285.0700073,69.3033905,
286,65.63228607,
287.0700073,59.60475159,
288,53.86045074,
289.0700073,45.36936951,
290,38.29934692,
290.9299927,33.22612381,
292.0299988,26.66666794,
292.9599915,21.41931343,
294.0599976,15.37902832,
295,12.20992279,
295.9299927,10.02728271,
297.0299988,8.16854763,
297.9599915,7.597807407,
299.0599976,6.234078407,
300,5.81956625,
301.0700073,5.118797302,
302,4.525274277,
303.0700073,4.165467262,
304,3.930461168,
305.0700073,3.770470142,
306,3.632530928,
307.0700073,3.6788311,
308,3.750967979,
309.0700073,3.662053108,
310,3.931487799,

