Sample1,,
Wavelength (nm),Intensity (a.u.),
250,25.19440651,
250.9299927,26.18914413,
252.0299988,27.54530334,
252.9600067,29.02265358,
254.0599976,30.59626579,
255,32.62379074,
255.9299927,33.91942215,
257.0299988,36.12808609,
257.9599915,38.07904053,
259.0599976,41.10663605,
260,44.14718246,
260.9299927,46.81677246,
262.0299988,49.33967209,
262.9599915,51.15811539,
264.0599976,53.12677002,
265,54.97652435,
265.9299927,57.39342117,
267.0299988,59.74237061,
267.9599915,61.79838562,
269.0599976,64.39535522,
270,66.75964355,
270.9299927,69.51927185,
272.0299988,72.37142181,
272.9599915,74.78310394,
274.0599976,78.05492401,
275,78.18639374,
275.9299927,80.18787384,
277.0299988,80.85681152,
277.9599915,79.42808533,
279.0599976,77.68559265,
280,75.05683899,
281.0700073,73.59781647,
282,72.32102203,
283.0700073,70.06694794,
284,66.47608185,
285.0700073,62.81360245,
286,59.12756348,
287.0700073,53.08733749,
288,48.17208481,
289.0700073,41.60387039,
290,35.70675659,
290.9299927,30.22024155,
292.0299988,24.49564934,
292.9599915,19.97266197,
294.0599976,14.33258057,
295,11.00442982,
295.9299927,9.165935516,
297.0299988,7.683350086,
297.9599915,6.46209383,
299.0599976,5.359153748,
300,4.926174641,
301.0700073,4.445884228,
302,4.008718014,
303.0700073,3.6844275,
304,3.407680035,
305.0700073,3.112818241,
306,2.927238703,
307.0700073,3.024914503,
308,2.932384014,
309.0700073,3.15703392,
310,3.528967619,

