Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.820406914,
241.0700073,5.533519268,
242,5.091582298,
243.0700073,5.456915379,
244,5.435729027,
245.0700073,5.840414524,
246,5.917357445,
247.0700073,6.389670849,
248,6.567358017,
249.0700073,7.367461205,
250,8.167003632,
250.9299927,8.509906769,
252.0299988,10.25520897,
252.9600067,11.08590984,
254.0599976,13.03940392,
255,13.84387207,
255.9299927,14.14165211,
257.0299988,13.7587347,
257.9599915,13.56909084,
259.0599976,12.48390198,
260,12.17015457,
260.9299927,11.95382118,
262.0299988,11.63646126,
262.9599915,11.10783863,
264.0599976,10.37757492,
265,10.12925529,
265.9299927,9.860908508,
267.0299988,9.487841606,
267.9599915,9.56547451,
269.0599976,8.789343834,
270,8.422553062,

