Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.79117918,
241.0700073,5.630316257,
242,5.700012207,
243.0700073,5.902501583,
244,5.792917252,
245.0700073,6.158597469,
246,6.824347019,
247.0700073,7.111300945,
248,7.556090355,
249.0700073,8.356448174,
250,9.303254128,
250.9299927,10.12593365,
252.0299988,11.59846973,
252.9600067,12.25890732,
254.0599976,14.35374546,
255,14.46595573,
255.9299927,16.17542648,
257.0299988,14.84954166,
257.9599915,14.6990881,
259.0599976,14.07928276,
260,13.78312206,
260.9299927,13.53222084,
262.0299988,13.17942524,
262.9599915,12.25488091,
264.0599976,11.45754242,
265,10.86217308,
265.9299927,10.77222538,
267.0299988,9.903203011,
267.9599915,9.492246628,
269.0599976,8.727953911,
270,8.188508034,

