Blank,,Sample2,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
400,0.1395089328,400,0.6054121256,
401.0599976,0.09676259756,401.0599976,0.7918112278,
401.9599915,0.1632628888,401.9599915,0.6814696789,
403.0299988,0.276126653,403.0299988,0.5570704341,
403.9299927,0.1457874775,403.9299927,0.689625442,
405,0.06999762356,405,0.6696205735,
406.0599976,0.1417374164,406.0599976,0.8475063443,
406.9599915,0.1436038911,406.9599915,0.7671598196,
408.0299988,0.2031989247,408.0299988,0.7126973867,
408.9299927,0.146694243,408.9299927,0.7241234183,
410,0.07222928107,410,0.6304808855,
411.0599976,0.1002635509,411.0599976,0.6682646871,
411.9599915,0.1781049669,411.9599915,0.6057472229,
413.0299988,0.1273452789,413.0299988,0.5822460055,
413.9299927,0.04291354492,413.9299927,0.6469862461,
415,0,415,0.6428800821,
416.0599976,0.1153701991,416.0599976,0.6147270799,
416.9599915,0,416.9599915,0.5295327902,
418.0299988,0.08760914207,418.0299988,0.6182926297,
418.9299927,0.1293437928,418.9299927,0.4801992774,
420,0.117132023,420,0.4530110657,
421.0599976,-0.04431511089,421.0599976,0.4539729953,
421.9599915,0.01462586969,421.9599915,0.4426410794,
423.0299988,0.1041697711,423.0299988,0.5632013083,
423.9299927,0.1302120984,423.9299927,0.4490866363,
425,0.1301142126,425,0.4082346857,
426.0599976,0,426.0599976,0.4526274204,
426.9599915,0.05836008117,426.9599915,0.3978369236,
428.0299988,0.08754012734,428.0299988,0.3545680046,
428.9299927,0.1464686394,428.9299927,0.3268556595,
430,0.08506535739,430,0.2518593073,
431.0599976,0.1165059879,431.0599976,0.4175240695,
431.9599915,0.04420606047,431.9599915,0.2879437804,
433.0299988,0.02970885299,433.0299988,0.4308231473,
433.9299927,0.144471094,433.9299927,0.3363704383,
435,0.1462522894,435,0.320830673,
436.0599976,0.1000114307,436.0599976,0.404240042,
436.9599915,0,436.9599915,0.3279275,
438.0299988,0.02852538042,438.0299988,0.5487805009,
438.9299927,0.01443293039,438.9299927,0.5015045404,
440,0.04379625991,440,0.3562733829,
441.0400085,0.0580088459,441.0400085,0.3283042908,
441.9400024,0.01490201894,441.9400024,0.4719135463,
442.980011,0.1000628993,442.980011,0.4923168421,
444.019989,0.1332938373,444.019989,0.4365694821,
445.0700073,0,445.0700073,0.4968009293,
445.9700012,0.1179627776,445.9700012,0.3862782121,
447.0100098,-0.0735283345,447.0100098,0.5015859008,
448.0499878,0.2014997303,448.0499878,0.5179123878,
448.9500122,-0.04270280153,448.9500122,0.5100969076,
450,0.1576450765,450,0.5286343694,
451.0599976,0.1030684933,451.0599976,0.490203619,
451.9599915,-0.07652631402,451.9599915,0.5507263541,
453.0299988,0.146136865,453.0299988,0.7005867958,
453.9299927,0.1194743142,453.9299927,0.6834474802,
455,0.01485928241,455,0.7261395454,
456.0599976,0,456.0599976,0.7966481447,
456.9599915,0.05837967247,456.9599915,0.8268066049,
458.0299988,0.07378984243,458.0299988,0.7561604977,
458.9299927,0.05927682295,458.9299927,0.8023574352,
460,0.1648310423,460,0.6623279452,
461.0400085,0.08956025541,461.0400085,0.741547823,
461.9400024,0.1194850206,461.9400024,0.9696571827,
462.980011,-0.01508636959,462.980011,0.6678638458,
464.019989,0.04491488636,464.019989,0.507705152,
465.0700073,0.1041015983,465.0700073,0.6252544522,
465.9700012,0.05958765,465.9700012,0.701456964,
467.0100098,0.09137704968,467.0100098,0.6635891795,
468.0499878,0.1830049455,468.0499878,0.5879932046,
468.9500122,0.01485862024,468.9500122,0.5720068812,
470,0.1162587926,470,0.6722639203,
471.0400085,0.08885334432,471.0400085,0.5886259675,
471.9400024,0.02961559035,471.9400024,0.6182471514,
472.980011,0.09218855947,472.980011,0.7885027528,
474.019989,-0.04519638047,474.019989,0.689147532,
475.0700073,0.0756040737,475.0700073,0.7156488895,
475.9700012,0.01490468439,475.9700012,0.7373838425,
477.0100098,0.06134404987,477.0100098,0.8012093306,
478.0499878,0.09069745988,478.0499878,0.7873529792,
478.9500122,0.08964054286,478.9500122,0.8993344903,
480,0.1506364346,480,0.928081274,
481.0400085,0.1062054262,481.0400085,0.8936957121,
481.9400024,0.1361635178,481.9400024,0.9602428675,
482.980011,0.1792489439,482.980011,1.050593615,
484.019989,0.06092917174,484.019989,1.151614428,
485.0700073,0.1212709174,485.0700073,1.065514326,
485.9700012,0.1659050137,485.9700012,1.142599344,
487.0100098,0.1069044992,487.0100098,1.047088146,
488.0499878,0.07731918246,488.0499878,1.288755178,
488.9500122,0.03021695651,488.9500122,1.299353361,
490,0.04444971308,490,1.242031574,
491.0400085,0.1348799616,491.0400085,1.334332824,
491.9400024,0.05931725726,491.9400024,1.498671889,
492.980011,0.08930432051,492.980011,1.623327851,
494.019989,0.0765825808,494.019989,1.73113656,
495.0700073,0.05841718614,495.0700073,1.771531582,
495.9700012,0.1815184057,495.9700012,1.788535476,
497.0100098,0.17663683,497.0100098,1.905778289,
498.0499878,0.05943977833,498.0499878,2.252184629,
498.9500122,0.1335172802,498.9500122,2.276964426,
500,0.01508636959,500,2.392874479,
501.019989,0.07216986269,501.019989,2.730034828,
502.0499878,0.1179262698,502.0499878,2.736710548,
502.9400024,0.1311131418,502.9400024,3.161253452,
503.9700012,0.08757845312,503.9700012,2.923369169,
505,0.07459235191,505,3.705370426,
506.019989,0.1160479859,506.019989,3.782377005,
507.0499878,0.05786785856,507.0499878,3.85735178,
507.9400024,0.1011853144,507.9400024,4.205942154,
508.9700012,0.02946506254,508.9700012,4.481293678,
510,0.04360591993,510,4.568167686,
511.0400085,0.08722832054,511.0400085,4.985179424,
511.9400024,0.04358817637,511.9400024,5.108408451,
512.9799805,0,512.9799805,5.253835201,
514.0200195,0.128836453,514.0200195,5.492254734,
515.0700073,0.08889810741,515.0700073,5.987844467,
515.9699707,0.1490734965,515.9699707,6.026319027,
517.0100098,0.1035533547,517.0100098,6.375740051,
518.0499878,0.07201601565,518.0499878,6.618407726,
518.9500122,0.1317966878,518.9500122,7.378767014,
520,-0.03041270003,520,7.345964432,
521.0200195,0.1072764099,521.0200195,7.993170261,
522.0499878,0.01504076086,522.0499878,8.449444771,
522.9400024,0.08982842416,522.9400024,8.574206352,
523.9699707,0.02994998358,523.9699707,9.500908852,
525,0.1839587986,525,10.09347439,
526.0200195,0.04486786574,526.0200195,10.65586948,
527.0499878,0.04584562406,527.0499878,11.70052624,
527.9400024,-0.01499182917,527.9400024,12.6497612,
528.9699707,0.1053518727,528.9699707,13.08911991,
530,0.01501930039,530,13.7770462,
531.039978,0.04534324631,531.039978,14.81019402,
531.9400024,0.03046504967,531.9400024,15.77712059,
532.9799805,0.178258419,532.9799805,16.27917099,
534.0200195,0.1485288292,534.0200195,18.36342239,
535.0700073,0.0448551178,535.0700073,19.46489525,
535.9699707,0.02965730801,535.9699707,20.40506744,
537.0100098,0.04448794574,537.0100098,21.67682457,
538.0499878,0.04522635788,538.0499878,23.97533798,
538.9500122,0.08728542179,538.9500122,25.11254692,
540,0.1644490957,540,27.1203804,
541.0200195,0.1183834746,541.0200195,30.00120354,
542.0499878,-0.02960243821,542.0499878,32.20876694,
542.9400024,0.1167814955,542.9400024,33.63323212,
543.9699707,0.1157507896,543.9699707,36.39955902,
545,0.02940917015,545,39.04093552,
546.0200195,0.0866926685,546.0200195,42.45627213,
547.0499878,0.1154434532,547.0499878,45.58437347,
547.9400024,0.1046666354,547.9400024,48.90473938,
548.9699707,0.10542804,548.9699707,51.2052269,
550,0.175215736,550,55.78372955,
551.0200195,0.04381352663,551.0200195,60.1811676,
552.0499878,0.07407627255,552.0499878,64.7175293,
552.9400024,0.0883756578,552.9400024,67.82568359,
553.9699707,0.1318333745,553.9699707,74.30458832,
555,0.0892631337,555,79.44117737,
556.0200195,0.1168514341,556.0200195,84.43675232,
557.0499878,0.08749289066,557.0499878,91.5996933,
557.9400024,0.1323977262,557.9400024,98.50780487,
558.9699707,0.07264907658,558.9699707,105.8866959,
560,0.05940976739,560,115.0906982,
561.0100098,0.08735404909,561.0100098,122.1749039,
562.0200195,0.1300465167,562.0200195,132.2915192,
563.039978,0.1634035408,563.039978,141.7187195,
564.0499878,0,564.0499878,153.3995819,
565.0700073,0.1172384545,565.0700073,166.517868,
565.9400024,0.05984440446,565.9400024,177.0776367,
566.9500122,0.05900749192,566.9500122,189.0159912,
567.9699707,0.2065170854,567.9699707,203.1669922,
568.9799805,0.01506999973,568.9799805,215.9607239,
570,0.06038009003,570,230.5614014,
571.0200195,0.04574774578,571.0200195,248.7962646,
572.0499878,0.04470672458,572.0499878,263.4981689,
572.9400024,0,572.9400024,279.7042542,
573.9699707,-0.05892231315,573.9699707,294.7293091,
575,0.04432165623,575,310.776825,
576.0200195,0.1916527897,576.0200195,329.3294678,
577.0499878,0.07433838397,577.0499878,345.8865051,
577.9400024,0.09044726193,577.9400024,360.9332886,
578.9699707,0.06101095304,578.9699707,377.5133057,
580,0.1179349571,580,392.2344971,
581.0100098,0.1181491911,581.0100098,405.7449646,
582.0200195,0.1614916027,582.0200195,420.6934814,
583.039978,0.01467136201,583.039978,430.8919373,
584.0499878,0.10313835,584.0499878,438.1848145,
585.0700073,0.07479207963,585.0700073,448.6120911,
585.9400024,0.1187119782,585.9400024,454.3525085,
586.9500122,0.01490446273,586.9500122,455.6004333,
587.9699707,-0.01465265919,587.9699707,452.3017883,
588.9799805,0.01485729497,588.9799805,448.8989563,
590,0.0148001248,590,443.484375,
591.0200195,-0.01479005534,591.0200195,434.9286804,
592.0499878,0.07331485301,592.0499878,420.4563599,
592.9400024,0.05822331458,592.9400024,410.0226746,
593.9699707,0.1180515587,593.9699707,395.0758972,
595,0.120219402,595,379.2967834,
596.0200195,-0.04389365762,596.0200195,361.6437073,
597.0499878,0.07550019026,597.0499878,340.0241089,
597.9400024,0.08801009506,597.9400024,325.3221741,
598.9699707,0.07531481236,598.9699707,305.9838562,
600,0.07451786846,600,288.4387817,
601.0100098,0.0147286253,601.0100098,268.1160583,
602.0200195,0.1042318121,602.0200195,246.4502106,
603.039978,0.04467077926,603.039978,230.1365814,
604.0499878,0.07444686443,604.0499878,213.224411,
605.0700073,0.04527823254,605.0700073,196.3478394,
605.9400024,0.05985156819,605.9400024,182.2561951,
606.9500122,0.0449687466,606.9500122,166.921524,
607.9699707,0.06034820899,607.9699707,155.478302,
608.9799805,0.08988360316,608.9799805,141.8770142,
610,0.03039051779,610,129.5351257,
611,0.06057485193,611,119.2023621,
612,-0.07531708479,612,110.4986191,
613,0.1647298485,613,99.75418091,
614,0,614,91.36717224,
615,-0.04480554163,615,83.6552887,
616,0.1356095672,616,76.09612274,
617,0.07760239393,617,70.85381317,
618,0,618,64.36961365,
619,0,619,60.38741684,
620,0.06131584197,620,54.58713531,
621.0100098,-0.05888761207,621.0100098,50.8479538,
622.0200195,0.01494589541,622.0200195,47.0356636,
623.039978,0.02938411012,623.039978,43.21501923,
624.0499878,0.03008152172,624.0499878,40.39944458,
625.0700073,0.1208696589,625.0700073,37.33919525,
625.9400024,-0.01513088215,625.9400024,35.34418106,
626.9500122,0,626.9500122,32.34204865,
627.9699707,0.1042069867,627.9699707,31.12755775,
628.9799805,0.04459971935,628.9799805,28.6621418,
630,0.0900157541,630,26.54486465,
631.0100098,0.01500285044,631.0100098,25.95561218,
632.0200195,0.01574183442,632.0200195,24.12608337,
633.039978,0.05911562964,633.039978,23.01945305,
634.0499878,-0.05900314078,634.0499878,21.46066666,
635.0700073,0.09333872795,635.0700073,20.82985497,
635.9400024,-0.0300156083,635.9400024,19.83694839,
636.9500122,-0.01515128557,636.9500122,18.85243416,
637.9699707,0.01508910116,637.9699707,18.49483109,
638.9799805,0.1188777983,638.9799805,17.55121613,
640,-0.01523275673,640,16.90251541,
641,0,641,15.84916782,
642,0.0756040737,642,15.82350063,
643,0.01554871444,643,14.96844006,
644,0.0613412261,644,14.8540411,
645,-0.01495908666,645,14.66271305,
646,0.04518956691,646,14.47838211,
647,-0.03039282747,647,13.58882427,
648,0.07636852562,648,13.59121799,
649,0.06003662199,649,13.17707348,
650,0.0595016703,650,13.28320408,
651,0,651,13.25637341,
652,-0.06267824024,652,13.03014088,
653,-0.03028421849,653,12.95771217,
654,0.05979788303,654,12.9648037,
655,0.1209774986,655,12.791852,
656,0.1049129218,656,12.68865967,
657,0.08971963078,657,12.40764999,
658,0.1191132069,658,12.37054062,
659,0.1061088443,659,12.84676456,
660,0.1217322499,660,12.51656818,
661,0.01478152908,661,12.44581604,
662,0.01494455617,662,12.31068802,
663,0.1177111045,663,12.73409367,
664,0.04441943765,664,11.92967129,
