514.0200195,0.09131725132,514.0200195,25.74869347,
515.0700073,-0.02981470153,515.0700073,28.45457268,
515.9699707,0.1047167405,515.9699707,30.99301529,
517.0100098,0.02950374596,517.0100098,34.59884262,
518.0499878,0.03015908971,518.0499878,38.74565887,
518.9500122,0,518.9500122,42.0735054,
520,0.175402686,520,46.89561081,
521.0200195,0.1029760092,521.0200195,52.91433716,
522.0499878,0.04411699623,522.0499878,59.70622253,
522.9400024,-0.04396764189,522.9400024,64.53063202,
523.9699707,0.1207601801,523.9699707,71.84867096,
525,0.02966698818,525,80.11959076,
526.0200195,0.1198340356,526.0200195,88.73685455,
527.0499878,-0.01502065361,527.0499878,99.41667175,
527.9400024,0.1307721436,527.9400024,108.9292221,
528.9699707,0,528.9699707,121.5770111,
530,0,530,133.6499329,
531.039978,0.1196726933,531.039978,147.3965149,
531.9400024,0,531.9400024,162.6029053,
532.9799805,0.01458470058,532.9799805,179.4511108,
534.0200195,0.1183204427,534.0200195,198.743576,
535.0700073,0.08991593122,535.0700073,220.1189117,
535.9699707,-0.07370825857,535.9699707,236.2994995,
537.0100098,0.1045681313,537.0100098,260.0976868,
538.0499878,0.07227313519,538.0499878,284.5080261,
538.9500122,0.05834816396,538.9500122,305.6958008,
540,-0.02929716185,540,333.3477173,
541.0200195,-0.01448163018,541.0200195,362.7330322,
542.0499878,0.05746218562,542.0499878,389.6679382,
542.9400024,0.05787790567,542.9400024,416.5246887,
543.9699707,0.02935909107,543.9699707,444.8866882,
545,0.1759143919,545,473.2132568,
546.0200195,0.1340462565,546.0200195,502.7749023,
547.0499878,0.07424125075,547.0499878,531.2468262,
547.9400024,0.1470415294,547.9400024,556.2042236,
548.9699707,0.0145974746,548.9699707,585.2794189,
550,0.1317850947,550,610.4317627,
551.0200195,0.08877052367,551.0200195,638.1643066,
552.0499878,0.1719862968,552.0499878,659.1730957,
552.9400024,0.04413062707,552.9400024,672.161438,
553.9699707,0.1886354387,553.9699707,691.2384644,
555,0.1907696873,555,708.493042,
556.0200195,0.02941522561,556.0200195,717.4896851,
557.0499878,0.1033774912,557.0499878,724.725647,
557.9400024,0.1026317701,557.9400024,729.7075195,
558.9699707,0.1446089745,558.9699707,725.2811279,
560,-0.07213446498,560,723.3497314,
561.0100098,0.07108735293,561.0100098,713.8650513,
562.0200195,0.144358471,562.0200195,703.4533081,
563.039978,0.1730078757,563.039978,682.9596558,
564.0499878,0.1128891185,564.0499878,665.2397461,
565.0700073,-0.0433870852,565.0700073,632.2314453,
565.9400024,0.04275636002,565.9400024,613.1248779,
566.9500122,0.1004376262,566.9500122,581.3832397,
567.9699707,0.1708744466,567.9699707,552.5492554,
568.9799805,0.05666204169,568.9799805,517.8266602,
570,0.04388082027,570,485.4234924,
571.0200195,0.01432336494,571.0200195,453.6164246,
572.0499878,0.1458342522,572.0499878,422.1931152,
572.9400024,0.02952203713,572.9400024,394.2306213,
573.9699707,0.01452918164,573.9699707,361.3470154,
575,0.02911843918,575,334.4525146,
576.0200195,0.09039820731,576.0200195,305.3908386,
577.0499878,0.1174122393,577.0499878,279.9631348,
577.9400024,0.1335252225,577.9400024,258.5254822,
578.9699707,0.05883910507,578.9699707,231.2762299,
580,0,580,212.641571,
581.0100098,0.02941695601,581.0100098,191.8360748,
582.0200195,0.01473014336,582.0200195,174.3220215,
583.039978,0.05793323368,583.039978,158.0649872,
584.0499878,0.02899895608,584.0499878,141.91745,
585.0700073,0.02945074439,585.0700073,129.0628204,
585.9400024,0.05851802975,585.9400024,119.7108688,
586.9500122,0.1029109135,586.9500122,106.4417572,
587.9699707,0.05922416225,587.9699707,96.31456757,
588.9799805,0.07358784974,588.9799805,88.95977783,
590,0.02902841941,590,80.09571075,
591.0200195,0.07217298448,591.0200195,73.1582489,
592.0499878,0.1313178539,592.0499878,66.66178894,
592.9400024,0.08910273761,592.9400024,61.17965317,
593.9699707,0.0890141651,593.9699707,57.38274384,
595,0.1440320313,595,51.60816574,
596.0200195,0.04445037246,596.0200195,47.74057007,
597.0499878,0.02940657549,597.0499878,43.5772171,
597.9400024,0.02936081588,597.9400024,41.09014511,
598.9699707,0.1160109639,598.9699707,38.22612,
600,0.07183288783,600,35.89229202,
601.0100098,0.1181998178,601.0100098,33.18013,
602.0200195,0.1997574419,602.0200195,31.24818611,
603.039978,0.05873628706,603.039978,29.80250359,
604.0499878,0.02831577696,604.0499878,27.83614922,
605.0700073,0.04357488453,605.0700073,26.13573647,
605.9400024,0.05812432989,605.9400024,25.37212563,
606.9500122,0.08656883985,606.9500122,24.19746399,
607.9699707,0.04355147853,607.9699707,22.95159149,
608.9799805,0.01434699632,608.9799805,22.06661797,
610,-0.05765017867,610,21.36933899,
611,0.04277464747,611,19.98298645,
612,0.05759373307,612,19.68680763,
613,-0.05678108335,613,19.04436111,
614,0.04355274513,614,17.73822403,
615,0.1267427206,615,17.85117149,
616,0.1017944887,616,17.54437256,
617,0.1846590936,617,17.75629044,
618,0.07136740535,618,17.11783981,
619,0,619,16.32324982,
620,0.08566533774,620,16.39912033,
621.0100098,-0.04328629375,621.0100098,16.27869606,
622.0200195,0.1691618115,622.0200195,15.90773296,
623.039978,0.05761281028,623.039978,16.28156662,
624.0499878,0.05729674175,624.0499878,15.6882143,
625.0700073,0.1290655583,625.0700073,15.68996143,
625.9400024,0,625.9400024,15.70726013,
626.9500122,0,626.9500122,15.90833664,
627.9699707,0.05767178908,627.9699707,15.43344116,
628.9799805,-0.01507999934,628.9799805,15.51529217,
630,-0.0148652466,630,15.27841091,
631.0100098,-0.05876303837,631.0100098,15.34003258,
632.0200195,-0.02952334657,632.0200195,15.67274284,
633.039978,0.07514502853,633.039978,15.17814541,
634.0499878,-0.02995626256,634.0499878,15.54785156,
635.0700073,0.04330941662,635.0700073,15.27074814,
635.9400024,0.07194969058,635.9400024,15.41141796,
636.9500122,0.0596302934,636.9500122,15.28945827,
637.9699707,0.05827590451,637.9699707,15.45465851,
638.9799805,0.05929527432,638.9799805,15.65575027,
640,-0.01455604099,640,15.40548515,
641,0.08583199978,641,15.70469093,
642,0.01455116924,642,15.40575981,
643,0.01465716958,643,16.06712532,
644,0.0728841722,644,15.28535175,
645,0.08708652109,645,16.15688515,
646,0.04300273955,646,15.76984692,
647,0.02895026468,647,15.56238174,
648,-0.05797185376,648,15.91853046,
649,0.1053899378,649,16.00499916,
650,0.04367765784,650,15.78699398,
651,0.1036514938,651,16.23448563,
652,0.08898380399,652,16.20429802,
653,0.05934454128,653,16.44827843,
654,-0.04392515123,654,16.85793686,
655,0.08936550468,655,16.46251488,
656,0.03003814816,656,16.39393616,
657,0.07439590245,657,16.92416573,
658,-0.0296028778,658,16.89570808,
659,0.1035074219,659,16.88455582,
660,0.06031090394,660,16.52057648,
661,0.08796492964,661,17.26531219,
662,0.06113683805,662,17.27997208,
663,-0.02948113158,663,16.9060173,
664,0.1611107886,664,16.70945358,
665,0.08927508444,665,16.81607628,
666,0.07255946845,666,17.21744728,
667,0.01493451279,667,17.10173607,
668,0.147529617,668,17.59020042,
669,0.1188777983,669,16.98806381,
670,0.1049349383,670,17.42276192,
670.9799805,-0.0301195737,670.9799805,16.97855186,
671.9699707,0.04442075267,671.9699707,17.48664093,
672.9500122,0.07233168185,672.9500122,17.42186165,
673.9400024,0.04467543587,673.9400024,17.52689171,
675.0700073,0.1028096378,675.0700073,17.058918,
676.0499878,0.1501208395,676.0499878,17.53186989,
677.039978,0.0882807374,677.039978,17.61631203,
678.0200195,0.05853430182,678.0200195,17.48695374,
679.0100098,0.01480341051,679.0100098,17.24137878,
680,0.08668140322,680,17.07660103,
680.9799805,0.02917493321,680.9799805,17.16762924,
681.9699707,0.08988764137,681.9699707,17.63657761,
682.9500122,0.1456961334,682.9500122,17.63465691,
683.9400024,0.05900227278,683.9400024,17.2670002,
685.0700073,0.106107235,685.0700073,17.76616478,
686.0499878,0.08879549056,686.0499878,17.69937325,
687.039978,0.1172315776,687.039978,18.09200668,
688.0200195,0.2931089997,688.0200195,19.71479034,
689.0100098,0.4909837842,689.0100098,23.13902092,
690,0.8893764019,690,29.69200134,
690.9799805,1.856599808,690.9799805,42.26995087,
691.9699707,2.980892658,691.9699707,59.92449951,
692.9500122,4.814069748,692.9500122,84.70044708,
693.9400024,6.463141918,693.9400024,112.2719727,
695.0700073,8.994576454,695.0700073,145.3479767,
696.0499878,10.66564751,696.0499878,175.9229584,
697.039978,12.41023827,697.039978,206.2398987,
698.0200195,14.03233528,698.0200195,231.8612518,
699.0100098,15.1809988,699.0100098,250.6407166,
700,15.48905373,700,263.4777832,

Blank,
Blank
Collection Time: 20/05/2026 14:10:16
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY19450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 20/02/2026 10:30:20
Method Modifications:
Cell Changer Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Cell1 Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Cell2 Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Monitoring device: Changed: 20/05/2026 13:54:38, Old:PCB 150, New:Block
Stop Wavelength Changed: 20/05/2026 13:54:38, Old: 600.00, New: 700.00
Sample1 Changed: 20/05/2026 13:54:57, Old:Sample1, New:Blank
Sample2 Changed: 20/05/2026 14:01:15, Old:Sample2, New:Sample3
Sample2 Changed: 20/05/2026 14:06:03, Old:Sample3, New:Sample4
Sample2 Changed: 20/05/2026 14:10:16, Old:Sample4, New:Sample5
End Method Modifications

Sample5,
Sample5
Collection Time: 20/05/2026 14:10:51
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY19450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 20/02/2026 10:30:20
Method Modifications:
Cell Changer Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Cell1 Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Cell2 Changed: 20/05/2026 13:54:38, Old:OFF, New:ON
Monitoring device: Changed: 20/05/2026 13:54:38, Old:PCB 150, New:Block
Stop Wavelength Changed: 20/05/2026 13:54:38, Old: 600.00, New: 700.00
Sample1 Changed: 20/05/2026 13:54:57, Old:Sample1, New:Blank
Sample2 Changed: 20/05/2026 14:01:15, Old:Sample2, New:Sample3
Sample2 Changed: 20/05/2026 14:06:03, Old:Sample3, New:Sample4
Sample2 Changed: 20/05/2026 14:10:16, Old:Sample4, New:Sample5
End Method Modifications

