Blank,,Sample1,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
400,0.06968543679,400,0.8977299929,
401.0599976,0.1945525259,401.0599976,0.833109796,
401.9599915,0.07106815279,401.9599915,0.8377870917,
403.0299988,0.1394641697,403.0299988,0.9484802485,
403.9299927,0.1567174792,403.9299927,1.028571367,
405,0.04238545522,405,0.9588413239,
406.0599976,0.02858000249,406.0599976,1.090622067,
406.9599915,0.129828915,406.9599915,0.8987851739,
408.0299988,0.1292472035,408.0299988,0.7896930575,
408.9299927,0,408.9299927,0.9966827035,
410,0.07107421756,410,0.861024797,
411.0599976,0.1458172351,411.0599976,1.024710178,
411.9599915,0.1446319818,411.9599915,0.9746300578,
413.0299988,0.1463378966,413.0299988,0.8239656687,
413.9299927,0.02939490601,413.9299927,0.7472199202,
415,0.02910657413,415,0.8748906255,
416.0599976,0.07399404794,416.0599976,0.8979567885,
416.9599915,0.2324939221,416.9599915,0.8313764334,
418.0299988,0.08693006635,418.0299988,0.7757383585,
418.9299927,0.1303025931,418.9299927,0.8745718598,
420,0.05993496999,420,0.8479935527,
421.0599976,0.08780787885,421.0599976,0.8198489547,
421.9599915,0.2198575437,421.9599915,0.9133765697,
423.0299988,-0.07314860821,423.0299988,0.8281633258,
423.9299927,0.02922951058,423.9299927,0.8383609653,
425,0.07377459854,425,0.7829234004,
426.0599976,0.1503171623,426.0599976,0.8278025389,
426.9599915,0.05862867832,426.9599915,0.9100784063,
428.0299988,0,428.0299988,0.7907614708,
428.9299927,0.07554011047,428.9299927,0.6845524311,
430,0.1044106036,430,0.7463800907,
431.0599976,0.09081002325,431.0599976,0.7406200767,
431.9599915,0,431.9599915,0.8351477981,
433.0299988,0.05985604599,433.0299988,0.7372021675,
433.9299927,0.06154698506,433.9299927,0.6060426831,
435,0.09204994887,435,0.6721867323,
436.0599976,0.1347244829,436.0599976,0.7172340751,
436.9599915,0.1168958321,436.9599915,0.827080965,
438.0299988,0.07592322677,438.0299988,0.8192284703,
438.9299927,0.07605025172,438.9299927,0.9239298105,
440,-0.01463828795,440,0.782045424,
