Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.07887888,
241.0700073,5.368381977,
242,5.179384708,
243.0700073,5.192893028,
244,5.50507164,
245.0700073,5.576402664,
246,6.628764629,
247.0700073,7.234305859,
248,7.490636826,
249.0700073,8.277044296,
250,8.558554649,
250.9299927,9.681718826,
252.0299988,10.56033039,
252.9600067,12.03784466,
254.0599976,14.03903198,
255,15.30772877,
255.9299927,15.25613689,
257.0299988,14.43588924,
257.9599915,14.18926811,
259.0599976,13.4664793,
260,12.8976078,
260.9299927,12.84170437,
262.0299988,12.47409534,
262.9599915,12.19172573,
264.0599976,11.64120674,
265,11.02052498,
265.9299927,10.91496944,
267.0299988,10.52690983,
267.9599915,10.21744823,
269.0599976,9.7882061,
270,9.39124012,

