Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.466192245,
241.0700073,5.743168354,
242,5.47031498,
243.0700073,5.964498043,
244,5.756065845,
245.0700073,6.322181225,
246,6.657756329,
247.0700073,7.228423119,
248,7.845434189,
249.0700073,8.643157005,
250,8.818705559,
250.9299927,10.04517651,
252.0299988,11.6318512,
252.9600067,12.45829964,
254.0599976,14.68919849,
255,14.58255291,
255.9299927,15.29060078,
257.0299988,14.93308735,
257.9599915,14.57867908,
259.0599976,14.32832432,
260,13.72760105,
260.9299927,13.39902592,
262.0299988,12.80274582,
262.9599915,12.40588379,
264.0599976,11.64676762,
265,10.75331593,
265.9299927,10.92193413,
267.0299988,9.99327755,
267.9599915,9.465228081,
269.0599976,9.143820763,
270,8.08049202,

