Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.573650837,
241.0700073,5.360121727,
242,5.68107605,
243.0700073,5.965751171,
244,6.245091915,
245.0700073,6.687319279,
246,6.811535835,
247.0700073,7.45926857,
248,8.11442852,
249.0700073,8.975754738,
250,9.404507637,
250.9299927,10.06394577,
252.0299988,11.6077919,
252.9600067,12.40546989,
254.0599976,14.24403095,
255,15.45910645,
255.9299927,16.23098755,
257.0299988,15.3935051,
257.9599915,14.79748535,
259.0599976,14.50331402,
260,13.90824699,
260.9299927,14.04563904,
262.0299988,13.479599,
262.9599915,12.8327446,
264.0599976,11.76183987,
265,11.27992344,
265.9299927,10.84637928,
267.0299988,10.64555931,
267.9599915,9.746706009,
269.0599976,8.730298996,
270,8.139713287,

