Sample1,,
Wavelength (nm),Intensity (a.u.),
240,5.600284576,
241.0700073,5.42161274,
242,5.486667633,
243.0700073,5.703058243,
244,5.638883591,
245.0700073,6.197421074,
246,6.253697395,
247.0700073,6.770634651,
248,7.51020956,
249.0700073,7.90006876,
250,9.126144409,
250.9299927,9.638345718,
252.0299988,10.99386501,
252.9600067,11.6374054,
254.0599976,14.14958096,
255,14.78792667,
255.9299927,15.3584528,
257.0299988,14.72443771,
257.9599915,14.27560425,
259.0599976,13.67287064,
260,13.06082153,
260.9299927,13.05562305,
262.0299988,12.24513149,
262.9599915,12.23492432,
264.0599976,11.68473434,
265,10.84470558,
265.9299927,10.86096096,
267.0299988,9.933107376,
267.9599915,9.705457687,
269.0599976,8.862743378,
270,8.690682411,

