Sample1,,
Wavelength (nm),Intensity (a.u.),
250,25.80122757,
250.9299927,27.36170197,
252.0299988,28.4204464,
252.9600067,30.53187752,
254.0599976,32.59789276,
255,33.74394989,
255.9299927,35.30105209,
257.0299988,37.50324249,
257.9599915,39.9405365,
259.0599976,43.3056221,
260,45.6254921,
260.9299927,48.0300293,
262.0299988,51.41129684,
262.9599915,53.24302292,
264.0599976,55.4913826,
265,57.41690445,
265.9299927,59.40800476,
267.0299988,63.17141724,
267.9599915,64.4123764,
269.0599976,67.75989532,
270,69.68826294,
270.9299927,73.0655899,
272.0299988,76.34311676,
272.9599915,78.33857727,
274.0599976,80.92076874,
275,82.99563599,
275.9299927,84.17321014,
277.0299988,83.90800476,
277.9599915,84.2183609,
279.0599976,81.32868195,
280,79.02129364,
281.0700073,76.62718201,
282,74.99607086,
283.0700073,73.03943634,
284,69.3984375,
285.0700073,66.07008362,
286,61.87446213,
287.0700073,56.59961319,
288,50.59400558,
289.0700073,43.64433289,
290,37.2311821,
290.9299927,30.89530373,
292.0299988,24.88258934,
292.9599915,20.31580925,
294.0599976,14.73347664,
295,11.20875931,
295.9299927,9.322068214,
297.0299988,7.509747505,
297.9599915,6.509037018,
299.0599976,5.502667427,
300,4.745610714,
301.0700073,4.322732925,
302,3.905207872,
303.0700073,3.67499733,
304,3.288676977,
305.0700073,3.188429117,
306,3.163444519,
307.0700073,3.20233798,
308,3.012895107,
309.0700073,3.169494867,
310,3.331054926,

