Sample1,,
Wavelength (nm),Intensity (a.u.),
250,29.43118286,
250.9299927,30.46302032,
252.0299988,31.47579384,
252.9600067,33.20302963,
254.0599976,35.69198227,
255,37.53811264,
255.9299927,39.30669022,
257.0299988,41.5411377,
257.9599915,43.41083908,
259.0599976,48.15359497,
260,51.36398697,
260.9299927,52.8248558,
262.0299988,56.10322571,
262.9599915,58.03300476,
264.0599976,60.88596344,
265,62.92764282,
265.9299927,65.62561035,
267.0299988,68.71114349,
267.9599915,71.27816772,
269.0599976,74.02944946,
270,76.94818115,
270.9299927,79.78524017,
272.0299988,82.75730133,
272.9599915,86.39817047,
274.0599976,89.55905914,
275,90.94060516,
275.9299927,92.96270752,
277.0299988,91.99919891,
277.9599915,91.18349457,
279.0599976,89.52670288,
280,86.57423401,
281.0700073,85.98059082,
282,83.03218842,
283.0700073,80.21283722,
284,77.91851807,
285.0700073,72.01770782,
286,68.00272369,
287.0700073,62.28607178,
288,55.07069397,
289.0700073,46.91920471,
290,39.54318237,
290.9299927,33.52708435,
292.0299988,26.60764694,
292.9599915,21.26943016,
294.0599976,15.44382191,
295,12.04056931,
295.9299927,9.635930061,
297.0299988,7.879529953,
297.9599915,6.995406628,
299.0599976,5.858681679,
300,5.200313568,
301.0700073,4.888432026,
302,4.590372086,
303.0700073,4.343506336,
304,4.17117691,
305.0700073,3.940032721,
306,3.949455023,
307.0700073,4.082876205,
308,4.010668755,
309.0700073,4.276605129,
310,4.646091461,

