Sample1,,
Wavelength (nm),Intensity (a.u.),
250,30.00212288,
250.9299927,31.16257286,
252.0299988,32.52541351,
252.9600067,34.08933258,
254.0599976,35.31783295,
255,37.61279678,
255.9299927,38.90730286,
257.0299988,41.74488831,
257.9599915,44.25339127,
259.0599976,48.16960144,
260,51.67853165,
260.9299927,54.43854904,
262.0299988,56.76105881,
262.9599915,59.31710815,
264.0599976,61.65992737,
265,64.14752197,
265.9299927,66.90428162,
267.0299988,70.50839996,
267.9599915,73.43076324,
269.0599976,75.31609344,
270,77.40730286,
270.9299927,81.07624817,
272.0299988,84.74730682,
272.9599915,86.7341156,
274.0599976,89.89112854,
275,91.33130646,
275.9299927,92.97577667,
277.0299988,92.43722534,
277.9599915,91.91701508,
279.0599976,90.17717743,
280,87.82186127,
281.0700073,85.77680206,
282,83.93699646,
283.0700073,81.82064819,
284,77.93885803,
285.0700073,72.83061981,
286,68.49780273,
287.0700073,61.2192955,
288,55.73446274,
289.0700073,47.92534256,
290,41.08351135,
290.9299927,34.08663177,
292.0299988,26.78211784,
292.9599915,22.00306511,
294.0599976,16.36352158,
295,12.46169662,
295.9299927,10.87588501,
297.0299988,8.471282959,
297.9599915,7.649224758,
299.0599976,6.48545599,
300,6.170209885,
301.0700073,5.498085976,
302,5.351258755,
303.0700073,4.826654911,
304,4.605133057,
305.0700073,4.243064404,
306,4.074067116,
307.0700073,4.112220287,
308,4.112749577,
309.0700073,4.094045162,
310,4.305880547,

