Sample1,,
Wavelength (nm),Intensity (a.u.),
250,27.5388546,
250.9299927,29.44836617,
252.0299988,30.71539307,
252.9600067,32.10042953,
254.0599976,35.46400452,
255,36.19197464,
255.9299927,37.7451973,
257.0299988,39.9766655,
257.9599915,42.95768356,
259.0599976,47.19379425,
260,49.21622467,
260.9299927,51.92129517,
262.0299988,54.95719147,
262.9599915,56.32900238,
264.0599976,59.16342926,
265,61.75513458,
265.9299927,64.43442535,
267.0299988,67.26396179,
267.9599915,69.2932663,
269.0599976,72.26457214,
270,75.19166565,
270.9299927,77.53009796,
272.0299988,81.0688324,
272.9599915,83.64644623,
274.0599976,86.20757294,
275,88.09825897,
275.9299927,88.7840271,
277.0299988,89.79463959,
277.9599915,89.80223083,
279.0599976,88.34873199,
280,83.3358078,
281.0700073,82.0623703,
282,80.74787903,
283.0700073,78.04177094,
284,74.89344788,
285.0700073,70.02319336,
286,66.29627991,
287.0700073,59.81538391,
288,53.72193909,
289.0700073,45.53039169,
290,38.41166687,
290.9299927,32.68244553,
292.0299988,25.6885376,
292.9599915,20.49802399,
294.0599976,15.28135967,
295,11.62682152,
295.9299927,9.594337463,
297.0299988,7.846646786,
297.9599915,6.757283211,
299.0599976,5.613517761,
300,5.020179272,
301.0700073,4.279287338,
302,3.833398342,
303.0700073,3.418335438,
304,3.373906136,
305.0700073,3.152616024,
306,3.198325634,
307.0700073,3.209274769,
308,3.013092995,
309.0700073,3.155927658,
310,3.500085354,

