Sample1,,
Wavelength (nm),Intensity (a.u.),
250,27.86143112,
250.9299927,29.25274658,
252.0299988,30.13890076,
252.9600067,31.66033745,
254.0599976,33.55560303,
255,35.96273804,
255.9299927,38.32485962,
257.0299988,40.15116882,
257.9599915,41.9310112,
259.0599976,45.58037567,
260,47.8777771,
260.9299927,51.1252594,
262.0299988,53.01174545,
262.9599915,56.02148819,
264.0599976,57.59887695,
265,59.80257797,
265.9299927,62.49629211,
267.0299988,65.38173676,
267.9599915,66.11640167,
269.0599976,69.23294067,
270,71.53227234,
270.9299927,74.96759796,
272.0299988,77.45757294,
272.9599915,80.53056335,
274.0599976,83.74291992,
275,84.40164185,
275.9299927,84.85211182,
277.0299988,85.35958862,
277.9599915,85.24193573,
279.0599976,83.26839447,
280,81.2088089,
281.0700073,78.91976929,
282,77.43561554,
283.0700073,74.99000549,
284,71.86804962,
285.0700073,67.61197662,
286,63.84468842,
287.0700073,57.7376442,
288,52.82975006,
289.0700073,44.73011017,
290,37.88062286,
290.9299927,32.16839981,
292.0299988,24.86968613,
292.9599915,20.10633659,
294.0599976,15.14043808,
295,11.3971386,
295.9299927,9.241132736,
297.0299988,7.574336529,
297.9599915,6.538506985,
299.0599976,5.747943878,
300,5.324888706,
301.0700073,4.633566856,
302,4.23822403,
303.0700073,3.917655945,
304,3.648639679,
305.0700073,3.736567259,
306,3.426915646,
307.0700073,3.510463238,
308,3.896052122,
309.0700073,4.067708015,
310,4.60357523,

