Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,21.60702705,
285.8399963,24.64325905,
286.9200134,31.2284584,
287.8399963,36.00940323,
288.9200134,42.27451324,
289.8399963,48.82939911,
290.9299927,54.96257401,
291.8699951,59.60650635,
292.9599915,66.57989502,
293.8999939,70.88532257,
294.8399963,77.12596893,
295.9299927,82.29524994,
296.8699951,85.37528992,
297.9599915,89.95015717,
298.8999939,94.23485565,
299.8399963,97.64927673,
300.9200134,101.7046432,
301.8399963,104.2401047,
302.9200134,106.5701218,
303.8399963,108.5332794,
304.9200134,110.7657166,
305.8399963,111.0389557,
306.9200134,109.2316818,
307.8399963,108.2993546,
308.9200134,106.0665283,
309.8399963,104.2878952,
310.9200134,102.5442505,
311.8399963,100.1731644,
312.9200134,98.25741577,
313.8399963,95.6350708,
314.9200134,92.67272949,
315.8399963,90.22602844,
316.9200134,87.19207001,
317.8399963,86.02212524,
318.9200134,83.20709229,
319.8399963,80.75894928,
320.9200134,78.29515839,
321.8399963,77.05722046,
322.9200134,74.42402649,
323.8399963,71.52527618,
324.9200134,69.11380005,
325.8399963,66.6676178,
326.9200134,65.13049316,
327.8399963,62.67324066,
328.9200134,61.18234634,
329.8399963,57.43111038,
330.9200134,56.02565384,
331.8399963,55.52803802,
332.9200134,53.79646301,
333.8399963,51.64607239,
334.9200134,49.88312912,
335.8399963,47.70428085,
336.9200134,47.04587173,
337.8399963,46.02869797,
338.9200134,44.65153885,
339.8399963,43.1283493,
340.9200134,40.98324966,
341.8399963,39.59663391,
342.9200134,39.24543762,
343.8399963,37.43681717,
344.9200134,35.9228363,
345.8399963,34.94067383,
346.9200134,34.55640411,
347.8399963,33.13624573,
348.9200134,32.73667908,
349.8399963,31.71204376,
350.9200134,30.76856422,
351.8399963,29.97746849,
352.9200134,28.67941666,
353.8399963,28.1185627,
354.9200134,26.93873405,
355.8399963,26.19411087,
356.9200134,25.86691093,
357.8399963,25.0857811,
358.9200134,24.10891914,
359.8399963,23.40494728,
360.9200134,22.667696,
361.8399963,22.00117493,
362.9200134,21.23836517,
363.8399963,20.25026703,
364.9200134,19.38705444,
365.8399963,18.6752758,
366.9200134,18.3574295,
367.8399963,17.81083107,
368.9200134,16.63754082,
369.8399963,16.66105461,
370.8999939,16.03311729,
371.9599915,15.62612152,
372.8699951,14.98834705,
373.9299927,14.09039879,
374.8399963,14.06598186,
375.8999939,13.60006332,
376.9599915,13.0847559,
377.8699951,12.73210716,
378.9299927,12.0230608,
379.8399963,11.9348526,
380.9200134,11.3742981,

