Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,21.78855324,
285.8399963,25.47234726,
286.9200134,31.94851494,
287.8399963,37.32582474,
288.9200134,44.29817581,
289.8399963,50.89497757,
290.9299927,57.41056061,
291.8699951,63.32726669,
292.9599915,68.94149017,
293.8999939,74.22973633,
294.8399963,80.49497986,
295.9299927,85.80145264,
296.8699951,90.98609161,
297.9599915,95.76387787,
298.8999939,101.0718689,
299.8399963,104.0638733,
300.9200134,108.3019333,
301.8399963,110.9709091,
302.9200134,113.2132492,
303.8399963,115.6856461,
304.9200134,115.2274017,
305.8399963,116.19487,
306.9200134,115.729187,
307.8399963,114.3207703,
308.9200134,113.4862289,
309.8399963,110.4569855,
310.9200134,106.7683716,
311.8399963,106.0112762,
312.9200134,102.8113785,
313.8399963,100.4836578,
314.9200134,98.11245728,
315.8399963,94.18388367,
316.9200134,93.67799377,
317.8399963,91.05644226,
318.9200134,87.84495544,
319.8399963,86.21130371,
320.9200134,81.80651855,
321.8399963,80.2570343,
322.9200134,77.47094727,
323.8399963,74.87584686,
324.9200134,72.41553497,
325.8399963,70.39135742,
326.9200134,66.65875244,
327.8399963,65.77604675,
328.9200134,63.48267365,
329.8399963,60.83366776,
330.9200134,59.48712921,
331.8399963,57.82912445,
332.9200134,55.69485474,
333.8399963,53.43972397,
334.9200134,52.49025345,
335.8399963,50.70239639,
336.9200134,48.39860535,
337.8399963,47.72246933,
338.9200134,45.00358963,
339.8399963,44.65933228,
340.9200134,42.87217712,
341.8399963,41.54304886,
342.9200134,40.11862564,
343.8399963,38.91657257,
344.9200134,37.7648735,
345.8399963,36.83481216,
346.9200134,35.90173721,
347.8399963,34.32525253,
348.9200134,33.10178757,
349.8399963,32.23493576,
350.9200134,31.50026894,
351.8399963,30.35994148,
352.9200134,29.7595253,
353.8399963,28.52437782,
354.9200134,27.99690628,
355.8399963,27.40699577,
356.9200134,26.4142189,
357.8399963,25.55884171,
358.9200134,24.70627022,
359.8399963,23.61553001,
360.9200134,23.51385498,
361.8399963,22.75936127,
362.9200134,21.54920959,
363.8399963,21.3518734,
364.9200134,20.33638573,
365.8399963,19.74295425,
366.9200134,18.79639626,
367.8399963,18.29904366,
368.9200134,17.84591484,
369.8399963,16.81069374,
370.8999939,16.5966053,
371.9599915,15.83670044,
372.8699951,15.70155144,
373.9299927,15.38233662,
374.8399963,14.98486042,
375.8999939,14.12893009,
376.9599915,13.70327377,
377.8699951,13.10224628,
378.9299927,12.66133595,
379.8399963,12.13588715,
380.9200134,11.21198654,

