Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,20.81926537,
285.8399963,22.42440033,
286.9200134,27.65124512,
287.8399963,31.69266891,
288.9200134,36.89959335,
289.8399963,42.38279724,
290.9299927,46.84312057,
291.8699951,51.27923584,
292.9599915,57.28897858,
293.8999939,60.49832153,
294.8399963,66.39602661,
295.9299927,70.46045685,
296.8699951,74.04029083,
297.9599915,78.0052948,
298.8999939,81.99774933,
299.8399963,84.97586823,
300.9200134,88.92708588,
301.8399963,90.91624451,
302.9200134,93.47177887,
303.8399963,95.67910767,
304.9200134,94.48358917,
305.8399963,96.56322479,
306.9200134,95.70681763,
307.8399963,94.22779846,
308.9200134,92.6441803,
309.8399963,90.75894928,
310.9200134,89.29693604,
311.8399963,87.49578857,
312.9200134,84.78824615,
313.8399963,83.47354126,
314.9200134,80.47279358,
315.8399963,79.27256012,
316.9200134,76.5955658,
317.8399963,74.45222473,
318.9200134,72.08123779,
319.8399963,69.40397644,
320.9200134,66.86244965,
321.8399963,65.6272583,
322.9200134,63.90093994,
323.8399963,61.04446793,
324.9200134,59.15279007,
325.8399963,57.14327621,
326.9200134,54.72545624,
327.8399963,53.79644012,
328.9200134,51.82879257,
329.8399963,49.76976395,
330.9200134,49.02145767,
331.8399963,46.57477951,
332.9200134,45.32130432,
333.8399963,43.62340164,
334.9200134,42.5272789,
335.8399963,41.04956818,
336.9200134,40.13370895,
337.8399963,39.19039154,
338.9200134,37.63671875,
339.8399963,36.55994034,
340.9200134,34.90977478,
341.8399963,34.18028259,
342.9200134,32.50586319,
343.8399963,31.87613106,
344.9200134,30.84846115,
345.8399963,29.88543129,
346.9200134,29.58090019,
347.8399963,28.52124405,
348.9200134,27.20972824,
349.8399963,26.91277885,
350.9200134,25.34436035,
351.8399963,25.28730392,
352.9200134,24.46957588,
353.8399963,23.51804161,
354.9200134,22.74010086,
355.8399963,22.34542465,
356.9200134,21.85310173,
357.8399963,21.28920746,
358.9200134,20.83183479,
359.8399963,19.67703438,
360.9200134,19.52779579,
361.8399963,18.41252327,
362.9200134,17.96084213,
363.8399963,17.72675323,
364.9200134,16.90772438,
365.8399963,16.63473701,
366.9200134,15.84853745,
367.8399963,15.26790524,
368.9200134,15.07000637,
369.8399963,14.5316925,
370.8999939,14.09767628,
371.9599915,13.62725735,
372.8699951,12.8263216,
373.9299927,12.53384781,
374.8399963,12.72489262,
375.8999939,12.16697025,
376.9599915,11.69209576,
377.8699951,11.75950623,
378.9299927,10.90637779,
379.8399963,10.72693634,
380.9200134,10.54463768,

