Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,21.1724205,
285.8399963,24.77822876,
286.9200134,30.12722969,
287.8399963,35.70201874,
288.9200134,40.95588684,
289.8399963,46.71180344,
290.9299927,52.95988846,
291.8699951,57.99259186,
292.9599915,63.79736328,
293.8999939,68.76721954,
294.8399963,73.36531067,
295.9299927,78.52407074,
296.8699951,82.62607574,
297.9599915,87.79671478,
298.8999939,90.37857056,
299.8399963,95.52125549,
300.9200134,97.74488831,
301.8399963,100.8473358,
302.9200134,102.7030411,
303.8399963,105.6816254,
304.9200134,105.5839539,
305.8399963,106.1912842,
306.9200134,105.8440247,
307.8399963,103.7283859,
308.9200134,103.8646317,
309.8399963,100.768959,
310.9200134,99.23453522,
311.8399963,97.28575134,
312.9200134,94.92607117,
313.8399963,91.85875702,
314.9200134,88.73433685,
315.8399963,87.6782608,
316.9200134,84.72112274,
317.8399963,82.40022278,
318.9200134,79.22290802,
319.8399963,77.21081543,
320.9200134,74.35330963,
321.8399963,72.60339355,
322.9200134,70.38951111,
323.8399963,67.84115601,
324.9200134,66.00939941,
325.8399963,63.12337494,
326.9200134,61.40516663,
327.8399963,58.99777222,
328.9200134,57.06714249,
329.8399963,54.68874359,
330.9200134,53.66879272,
331.8399963,51.70569611,
332.9200134,49.73016739,
333.8399963,48.14136505,
334.9200134,46.41874695,
335.8399963,45.1868248,
336.9200134,43.64299011,
337.8399963,42.00775909,
338.9200134,40.60775757,
339.8399963,38.7618866,
340.9200134,37.42419434,
341.8399963,36.30298996,
342.9200134,35.20261383,
343.8399963,34.04050446,
344.9200134,33.08505249,
345.8399963,31.94194221,
346.9200134,31.54724503,
347.8399963,30.46520996,
348.9200134,28.95104599,
349.8399963,29.02361107,
350.9200134,27.26287842,
351.8399963,26.59877205,
352.9200134,26.01855278,
353.8399963,25.23484802,
354.9200134,24.3004837,
355.8399963,23.42306519,
356.9200134,23.50625038,
357.8399963,22.38500023,
358.9200134,21.48226357,
359.8399963,21.06446266,
360.9200134,20.21537399,
361.8399963,19.12464905,
362.9200134,19.26013756,
363.8399963,18.45352364,
364.9200134,17.81638145,
365.8399963,17.06036758,
366.9200134,16.46054077,
367.8399963,16.29146004,
368.9200134,15.25888729,
369.8399963,15.14466381,
370.8999939,14.50989437,
371.9599915,14.12031841,
372.8699951,13.71984959,
373.9299927,13.10764217,
374.8399963,13.10593891,
375.8999939,12.41453648,
376.9599915,11.83524895,
377.8699951,11.73039722,
378.9299927,11.4392786,
379.8399963,11.19001198,
380.9200134,10.56502151,

