Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,21.85504341,
285.8399963,23.33501244,
286.9200134,28.21461296,
287.8399963,33.16566467,
288.9200134,39.04773712,
289.8399963,44.5594635,
290.9299927,49.60374069,
291.8699951,54.81284332,
292.9599915,60.03259277,
293.8999939,64.91995239,
294.8399963,69.90289307,
295.9299927,75.61328125,
296.8699951,79.12081146,
297.9599915,82.8338089,
298.8999939,86.69861603,
299.8399963,91.39907837,
300.9200134,93.44402313,
301.8399963,97.014328,
302.9200134,99.40432739,
303.8399963,101.2899704,
304.9200134,102.8063736,
305.8399963,101.5000992,
306.9200134,102.13591,
307.8399963,100.1932602,
308.9200134,98.64214325,
309.8399963,97.0639267,
310.9200134,94.56841278,
311.8399963,94.33727264,
312.9200134,91.75589752,
313.8399963,88.80992126,
314.9200134,85.65563965,
315.8399963,82.77703857,
316.9200134,80.62979126,
317.8399963,78.77738953,
318.9200134,76.2618103,
319.8399963,74.43302155,
320.9200134,71.63636017,
321.8399963,69.28459167,
322.9200134,66.31946564,
323.8399963,64.65691376,
324.9200134,62.40002441,
325.8399963,60.3814621,
326.9200134,58.50946808,
327.8399963,56.57890701,
328.9200134,54.7844162,
329.8399963,52.88288879,
330.9200134,50.9761467,
331.8399963,49.45997238,
332.9200134,47.78403091,
333.8399963,46.86728668,
334.9200134,44.82601166,
335.8399963,43.59827805,
336.9200134,41.94906998,
337.8399963,40.87607574,
338.9200134,38.81121063,
339.8399963,37.44258881,
340.9200134,36.80486298,
341.8399963,35.86063004,
342.9200134,34.35969543,
343.8399963,33.57085037,
344.9200134,32.21078873,
345.8399963,31.39606094,
346.9200134,30.66472244,
347.8399963,28.9868927,
348.9200134,28.4505825,
349.8399963,27.54778099,
350.9200134,26.35308838,
351.8399963,26.04824638,
352.9200134,25.38495064,
353.8399963,24.57320786,
354.9200134,23.75515366,
355.8399963,23.40677834,
356.9200134,22.7750721,
357.8399963,21.90283203,
358.9200134,21.59638977,
359.8399963,20.58341026,
360.9200134,20.16565895,
361.8399963,19.46795845,
362.9200134,18.72776985,
363.8399963,18.47729874,
364.9200134,17.57712173,
365.8399963,16.75232887,
366.9200134,16.1773777,
367.8399963,16.08416367,
368.9200134,15.01972198,
369.8399963,15.20487499,
370.8999939,14.2820425,
371.9599915,14.07104683,
372.8699951,13.36597443,
373.9299927,12.78380585,
374.8399963,12.42360783,
375.8999939,12.41572475,
376.9599915,12.22206116,
377.8699951,11.8426857,
378.9299927,11.38518429,
379.8399963,10.83703423,
380.9200134,10.31484127,

