Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,23.15385056,
285.8399963,26.57838631,
286.9200134,32.47086716,
287.8399963,38.55171204,
288.9200134,45.49243927,
289.8399963,52.02696991,
290.9299927,58.51659775,
291.8699951,64.39029694,
292.9599915,70.3033371,
293.8999939,75.72744751,
294.8399963,82.04251099,
295.9299927,87.0175705,
296.8699951,91.56678772,
297.9599915,97.05084991,
298.8999939,101.1294022,
299.8399963,105.4084702,
300.9200134,108.722435,
301.8399963,111.3222427,
302.9200134,113.4927292,
303.8399963,114.7917175,
304.9200134,115.5591278,
305.8399963,117.7529449,
306.9200134,117.163353,
307.8399963,114.0193024,
308.9200134,112.8017426,
309.8399963,110.6060562,
310.9200134,108.0065765,
311.8399963,106.3612289,
312.9200134,103.8444672,
313.8399963,100.3651581,
314.9200134,99.67041016,
315.8399963,95.32662964,
316.9200134,91.76082611,
317.8399963,90.0404129,
318.9200134,87.62811279,
319.8399963,84.45145416,
320.9200134,81.65654755,
321.8399963,79.90777588,
322.9200134,77.0453186,
323.8399963,75.02024078,
324.9200134,71.89141846,
325.8399963,69.78736877,
326.9200134,67.146698,
327.8399963,65.58061981,
328.9200134,62.84482193,
329.8399963,60.67296982,
330.9200134,58.59432602,
331.8399963,57.30361938,
332.9200134,54.92364502,
333.8399963,53.82006836,
334.9200134,51.84382629,
335.8399963,49.9317627,
336.9200134,48.52732086,
337.8399963,46.61343002,
338.9200134,45.06874847,
339.8399963,43.8139267,
340.9200134,41.89807892,
341.8399963,41.1077919,
342.9200134,39.81114197,
343.8399963,38.29486847,
344.9200134,37.39603043,
345.8399963,35.87571716,
346.9200134,34.77673721,
347.8399963,33.50402832,
348.9200134,32.70013046,
349.8399963,31.82603073,
350.9200134,31.2635498,
351.8399963,29.96240807,
352.9200134,29.0217514,
353.8399963,28.38773918,
354.9200134,27.7105751,
355.8399963,26.32804489,
356.9200134,25.84597588,
357.8399963,25.03754997,
358.9200134,23.88233376,
359.8399963,23.72891045,
360.9200134,22.96078491,
361.8399963,21.87969398,
362.9200134,21.0519619,
363.8399963,20.86002541,
364.9200134,19.70465088,
365.8399963,18.97654343,
366.9200134,18.31351852,
367.8399963,17.76416588,
368.9200134,16.78895569,
369.8399963,16.60309029,
370.8999939,15.93505383,
371.9599915,15.30078793,
372.8699951,15.08941841,
373.9299927,14.27484131,
374.8399963,14.15424347,
375.8999939,13.51915359,
376.9599915,13.10614109,
377.8699951,12.57834816,
378.9299927,12.1437006,
379.8399963,11.664958,
380.9200134,11.6240015,

