Sample1,,
Wavelength (nm),Intensity (a.u.),
284.9200134,21.92455482,
285.8399963,25.49941063,
286.9200134,30.93194962,
287.8399963,36.4777832,
288.9200134,43.31222534,
289.8399963,49.65228271,
290.9299927,56.13773727,
291.8699951,62.35277939,
292.9599915,67.70243835,
293.8999939,72.45386505,
294.8399963,79.33234406,
295.9299927,84.58309174,
296.8699951,88.97550964,
297.9599915,93.75566101,
298.8999939,97.60870361,
299.8399963,101.6199036,
300.9200134,104.5842133,
301.8399963,108.0803909,
302.9200134,111.2306442,
303.8399963,112.6944427,
304.9200134,115.1404114,
305.8399963,113.4616394,
306.9200134,113.2064743,
307.8399963,112.1031036,
308.9200134,110.9274292,
309.8399963,107.8681412,
310.9200134,104.3687973,
311.8399963,102.539566,
312.9200134,101.0389023,
313.8399963,97.89510345,
314.9200134,94.49819183,
315.8399963,93.3598938,
316.9200134,89.19944763,
317.8399963,87.91191864,
318.9200134,85.5746994,
319.8399963,81.7666626,
320.9200134,78.98078918,
321.8399963,76.19561768,
322.9200134,73.8252182,
323.8399963,72.05276489,
324.9200134,69.37392426,
325.8399963,66.25870514,
326.9200134,64.16665649,
327.8399963,62.2740593,
328.9200134,59.73165131,
329.8399963,57.64801407,
330.9200134,55.18317413,
331.8399963,53.36379623,
332.9200134,51.52616119,
333.8399963,50.70589066,
334.9200134,48.42636108,
335.8399963,46.19447708,
336.9200134,45.54799652,
337.8399963,43.52285385,
338.9200134,42.19874954,
339.8399963,40.2678299,
340.9200134,38.99637985,
341.8399963,37.36226273,
342.9200134,36.63095093,
343.8399963,35.91720581,
344.9200134,34.0743866,
345.8399963,33.07402802,
346.9200134,32.79229355,
347.8399963,31.57325172,
348.9200134,30.4050293,
349.8399963,29.05120277,
350.9200134,28.68324661,
351.8399963,27.63102531,
352.9200134,26.97544861,
353.8399963,25.94861603,
354.9200134,24.9732151,
355.8399963,24.73226547,
356.9200134,23.42852402,
357.8399963,22.85777283,
358.9200134,22.11334419,
359.8399963,21.45325661,
360.9200134,21.24058723,
361.8399963,20.24392509,
362.9200134,18.96973419,
363.8399963,18.46002007,
364.9200134,17.83774948,
365.8399963,17.28017998,
366.9200134,17.24137878,
367.8399963,16.58798981,
368.9200134,15.51923466,
369.8399963,15.37847614,
370.8999939,14.84551907,
371.9599915,14.60035801,
372.8699951,13.85844898,
373.9299927,13.26190186,
374.8399963,12.81568336,
375.8999939,12.31063366,
376.9599915,12.24589443,
377.8699951,11.67163181,
378.9299927,11.68474102,
379.8399963,10.83719158,
380.9200134,10.83489895,

